Question,implicit_zero_shot,explicit_zero_shot,auto_cot
"Victoria Azarenka and Caroline Wozniacki, were the defending champions, but they chose to compete in 2010 Dubai Tennis Championships instead, Vania King and Michaëlla Krajicek won in the final against Meghann Shaughnessy, and which U.S. professional tennis player who is presently ranked No. 2, in the women's doubles rankings?","Victoria Azarenka and Caroline Wozniacki, were the defending champions, but they chose to compete in 2010 Dubai Tennis Championships instead, Vania King and Michaëlla Krajicek won in the final against Meghann Shaughnessy, and which U.S. professional tennis player who is presently ranked No. 2, in the women's doubles rankings?","Victoria Azarenka and Caroline Wozniacki, were the defending champions, but they chose to compete in 2010 Dubai Tennis Championships instead, Vania King and Michaëlla Krajicek won in the final against Meghann Shaughnessy, and which U.S. professional tennis player who is presently ranked No. 2, in the women's doubles rankings?
Let's think step by step.",
"The pop singer in the lead role in ""Tere Bin Laden"" received how many Lux Style Awards?","The pop singer in the lead role in ""Tere Bin Laden"" received how many Lux Style Awards?","The pop singer in the lead role in ""Tere Bin Laden"" received how many Lux Style Awards?
Let's think step by step.",
is castle hill bronx dangerous,is castle hill bronx dangerous,"is castle hill bronx dangerous
Let's think step by step.",
What was the nickname of the player that won the 2015 Dafabet Masters snooker tournament?,What was the nickname of the player that won the 2015 Dafabet Masters snooker tournament?,"What was the nickname of the player that won the 2015 Dafabet Masters snooker tournament?
Let's think step by step.",
how much fluid should a person drink daily,how much fluid should a person drink daily,"how much fluid should a person drink daily
Let's think step by step.",
John Kassir and Tom Kenny both voice this one character?,John Kassir and Tom Kenny both voice this one character?,"John Kassir and Tom Kenny both voice this one character?
Let's think step by step.",
What is the language regulatory body and country of Urdu?,What is the language regulatory body and country of Urdu?,"What is the language regulatory body and country of Urdu?
Let's think step by step.",
The Jumbles Reservoir is now owned by a water company founded in what year?,The Jumbles Reservoir is now owned by a water company founded in what year?,"The Jumbles Reservoir is now owned by a water company founded in what year?
Let's think step by step.",
how can you increase the kinetic energy of an object,how can you increase the kinetic energy of an object,"how can you increase the kinetic energy of an object
Let's think step by step.",
"What is the middle name of the artist who recorded the album ""Walk The Way The Wind Blows?""","What is the middle name of the artist who recorded the album ""Walk The Way The Wind Blows?""","What is the middle name of the artist who recorded the album ""Walk The Way The Wind Blows?""
Let's think step by step.",
what is the average salary of a home inspector in dallas texas,what is the average salary of a home inspector in dallas texas,"what is the average salary of a home inspector in dallas texas
Let's think step by step.",
what does diaphragmatic breathing do pelvic floor,what does diaphragmatic breathing do pelvic floor,"what does diaphragmatic breathing do pelvic floor
Let's think step by step.",
what is waterfall style furniture,what is waterfall style furniture,"what is waterfall style furniture
Let's think step by step.",
"What came out first, ""Touching the Void"" or ""All Aboard! Rosie's Family Cruise""?","What came out first, ""Touching the Void"" or ""All Aboard! Rosie's Family Cruise""?","What came out first, ""Touching the Void"" or ""All Aboard! Rosie's Family Cruise""?
Let's think step by step.",
what is enzyme role in protein synthesis,what is enzyme role in protein synthesis,"what is enzyme role in protein synthesis
Let's think step by step.",
The Rutan Voyager was piloted by the pilot and aviator from what branch of the armed forces?,The Rutan Voyager was piloted by the pilot and aviator from what branch of the armed forces?,"The Rutan Voyager was piloted by the pilot and aviator from what branch of the armed forces?
Let's think step by step.",
Are Georges Bataille and David Lodge from the same country?,Are Georges Bataille and David Lodge from the same country?,"Are Georges Bataille and David Lodge from the same country?
Let's think step by step.",
how long does it take to heal a pulled back muscle,how long does it take to heal a pulled back muscle,"how long does it take to heal a pulled back muscle
Let's think step by step.",
"Which song was the lead single For the Black Eyed Peas 5th studio Album that sampled ""take a dive""?","Which song was the lead single For the Black Eyed Peas 5th studio Album that sampled ""take a dive""?","Which song was the lead single For the Black Eyed Peas 5th studio Album that sampled ""take a dive""?
Let's think step by step.",
"The serial drama Bikhra Mera Naseeb, written by Saima Youmkus, made it's debut on what Pakastani television channel, which is owned by Geo Television Network?","The serial drama Bikhra Mera Naseeb, written by Saima Youmkus, made it's debut on what Pakastani television channel, which is owned by Geo Television Network?","The serial drama Bikhra Mera Naseeb, written by Saima Youmkus, made it's debut on what Pakastani television channel, which is owned by Geo Television Network?
Let's think step by step.",
Are Morten Harket and Ian Curtis members of bands which have the same musical style?,Are Morten Harket and Ian Curtis members of bands which have the same musical style?,"Are Morten Harket and Ian Curtis members of bands which have the same musical style?
Let's think step by step.",
herd manager salary,herd manager salary,"herd manager salary
Let's think step by step.",
how to raise humidity in incubator,how to raise humidity in incubator,"how to raise humidity in incubator
Let's think step by step.",
Which actor was born Steven James Anderson in 1964 and starred in the American action film the Package?,Which actor was born Steven James Anderson in 1964 and starred in the American action film the Package?,"Which actor was born Steven James Anderson in 1964 and starred in the American action film the Package?
Let's think step by step.",
What philosophy is the food writer who rated The Riverside Restaurant as one of his top five seafood restaurants know for?,What philosophy is the food writer who rated The Riverside Restaurant as one of his top five seafood restaurants know for?,"What philosophy is the food writer who rated The Riverside Restaurant as one of his top five seafood restaurants know for?
Let's think step by step.",
During what war was Nina Ulyanenko an air ace?,During what war was Nina Ulyanenko an air ace?,"During what war was Nina Ulyanenko an air ace?
Let's think step by step.",
Tell me conflict whose name has the word wars in it.,Tell me conflict whose name has the word wars in it.,"Tell me conflict whose name has the word wars in it.
Let's think step by step.",
On what planet did the Supreme Intelligence originate?,On what planet did the Supreme Intelligence originate?,"On what planet did the Supreme Intelligence originate?
Let's think step by step.",
"Which musical act was active first, APB or Hozier?","Which musical act was active first, APB or Hozier?","Which musical act was active first, APB or Hozier?
Let's think step by step.",
what type of solid is si,what type of solid is si,"what type of solid is si
Let's think step by step.",
During which period did mammals first appear?,During which period did mammals first appear?,"During which period did mammals first appear?
Let's think step by step.",
what are triglycerides made of,what are triglycerides made of,"what are triglycerides made of
Let's think step by step.",
When was the Colombian drug lord which was one of the Medellín Cartel with Jorge Luis Ochoa Vásquez born? ,When was the Colombian drug lord which was one of the Medellín Cartel with Jorge Luis Ochoa Vásquez born? ,"When was the Colombian drug lord which was one of the Medellín Cartel with Jorge Luis Ochoa Vásquez born? 
Let's think step by step.",
Lynn McGruder attended college in what town?,Lynn McGruder attended college in what town?,"Lynn McGruder attended college in what town?
Let's think step by step.",
"Rolex SA, is a Swiss luxury watchmaker, and was co founded, in which year, by Hans Wilsdorf, a German watchmaker, and the founder of noted watch brands Rolex and Tudor?","Rolex SA, is a Swiss luxury watchmaker, and was co founded, in which year, by Hans Wilsdorf, a German watchmaker, and the founder of noted watch brands Rolex and Tudor?","Rolex SA, is a Swiss luxury watchmaker, and was co founded, in which year, by Hans Wilsdorf, a German watchmaker, and the founder of noted watch brands Rolex and Tudor?
Let's think step by step.",
"Taktisches Luftwaffengeschwader 33, formerly known as Jagdbombergeschwader 33, the wing is based at which air base, a fighter-bomber wing of the German Air Force (""Luftwaffe""), the wing flies the Panavia Tornado IDS?","Taktisches Luftwaffengeschwader 33, formerly known as Jagdbombergeschwader 33, the wing is based at which air base, a fighter-bomber wing of the German Air Force (""Luftwaffe""), the wing flies the Panavia Tornado IDS?","Taktisches Luftwaffengeschwader 33, formerly known as Jagdbombergeschwader 33, the wing is based at which air base, a fighter-bomber wing of the German Air Force (""Luftwaffe""), the wing flies the Panavia Tornado IDS?
Let's think step by step.",
what does an electrician do,what does an electrician do,"what does an electrician do
Let's think step by step.",
can tile make a sound,can tile make a sound,"can tile make a sound
Let's think step by step.",
differences between a gene and dna,differences between a gene and dna,"differences between a gene and dna
Let's think step by step.",
"Between Gravel v. United States and Hamdan v. Rumsfeld, which case involved military commissions set up by the Bush administration?","Between Gravel v. United States and Hamdan v. Rumsfeld, which case involved military commissions set up by the Bush administration?","Between Gravel v. United States and Hamdan v. Rumsfeld, which case involved military commissions set up by the Bush administration?
Let's think step by step.",
"Ignite Your Faith and Reunions magazine, are which type of media?","Ignite Your Faith and Reunions magazine, are which type of media?","Ignite Your Faith and Reunions magazine, are which type of media?
Let's think step by step.",
Beyond Our Ken and High Paddock were connected though what?,Beyond Our Ken and High Paddock were connected though what?,"Beyond Our Ken and High Paddock were connected though what?
Let's think step by step.",
who came in 4th place at the world series poker the year that the world champion had qualified from an online poker site ?,who came in 4th place at the world series poker the year that the world champion had qualified from an online poker site ?,"who came in 4th place at the world series poker the year that the world champion had qualified from an online poker site ?
Let's think step by step.",
"Which of these is in the African violet family, Maclura or Petrocosmea?","Which of these is in the African violet family, Maclura or Petrocosmea?","Which of these is in the African violet family, Maclura or Petrocosmea?
Let's think step by step.",
major limitation of dna polymerase,major limitation of dna polymerase,"major limitation of dna polymerase
Let's think step by step.",
In what industry are both Sarah Price and Gordon Wiles known?,In what industry are both Sarah Price and Gordon Wiles known?,"In what industry are both Sarah Price and Gordon Wiles known?
Let's think step by step.",
how does an ocean wave become a breaker at the shoreline,how does an ocean wave become a breaker at the shoreline,"how does an ocean wave become a breaker at the shoreline
Let's think step by step.",
how much sleep should my infant have?,how much sleep should my infant have?,"how much sleep should my infant have?
Let's think step by step.",
ANCAP is a state-owned company involved in the production of a basic ingredient of concrete which was patented in what year?,ANCAP is a state-owned company involved in the production of a basic ingredient of concrete which was patented in what year?,"ANCAP is a state-owned company involved in the production of a basic ingredient of concrete which was patented in what year?
Let's think step by step.",
signs your anemia is getting worse,signs your anemia is getting worse,"signs your anemia is getting worse
Let's think step by step.",
how to light backlit keyboard on dell,how to light backlit keyboard on dell,"how to light backlit keyboard on dell
Let's think step by step.",
sgot levels normal range,sgot levels normal range,"sgot levels normal range
Let's think step by step.",
cost of solar pool heater,cost of solar pool heater,"cost of solar pool heater
Let's think step by step.",
what is the origin of acupuncture,what is the origin of acupuncture,"what is the origin of acupuncture
Let's think step by step.",
Was Brentwood Cathedral or Bradford Cathedral known as the parish church of St Peter for most of it's history?,Was Brentwood Cathedral or Bradford Cathedral known as the parish church of St Peter for most of it's history?,"Was Brentwood Cathedral or Bradford Cathedral known as the parish church of St Peter for most of it's history?
Let's think step by step.",
"Andrew George McCabe is an American attorney, who is the Deputy Director of the Federal Bureau of Investigation, McCabe became Acting Director of the FBI after James Comey was dismissed, James Brien Comey Jr. (born December 14, 1960) is an American lawyer who served as the seventh Director of the FBI from September 4, 2013, until which date?","Andrew George McCabe is an American attorney, who is the Deputy Director of the Federal Bureau of Investigation, McCabe became Acting Director of the FBI after James Comey was dismissed, James Brien Comey Jr. (born December 14, 1960) is an American lawyer who served as the seventh Director of the FBI from September 4, 2013, until which date?","Andrew George McCabe is an American attorney, who is the Deputy Director of the Federal Bureau of Investigation, McCabe became Acting Director of the FBI after James Comey was dismissed, James Brien Comey Jr. (born December 14, 1960) is an American lawyer who served as the seventh Director of the FBI from September 4, 2013, until which date?
Let's think step by step.",
"what stores a substance called bile, which physically breaks down fat droplets","what stores a substance called bile, which physically breaks down fat droplets","what stores a substance called bile, which physically breaks down fat droplets
Let's think step by step.",
"Which caused more damage and casualties, Hurricane Andrew or Tropical Storm Jerry?","Which caused more damage and casualties, Hurricane Andrew or Tropical Storm Jerry?","Which caused more damage and casualties, Hurricane Andrew or Tropical Storm Jerry?
Let's think step by step.",
Together is a Hungarian political party that contrasted the government of the Prime Minister who has held the post since what year?,Together is a Hungarian political party that contrasted the government of the Prime Minister who has held the post since what year?,"Together is a Hungarian political party that contrasted the government of the Prime Minister who has held the post since what year?
Let's think step by step.",
what is mef example,what is mef example,"what is mef example
Let's think step by step.",
Zhang Xiaoming is currently serving as the Director of an administrative agency responsible for promoting cooperation and coordination of what?,Zhang Xiaoming is currently serving as the Director of an administrative agency responsible for promoting cooperation and coordination of what?,"Zhang Xiaoming is currently serving as the Director of an administrative agency responsible for promoting cooperation and coordination of what?
Let's think step by step.",
Who was known for his main role in  American cable television series created for FX by Noah Hawley?,Who was known for his main role in  American cable television series created for FX by Noah Hawley?,"Who was known for his main role in  American cable television series created for FX by Noah Hawley?
Let's think step by step.",
long distance lorry driver pay,long distance lorry driver pay,"long distance lorry driver pay
Let's think step by step.",
"The Nightingale is a historical fiction novel, published in 2015, and written by Kristin Hannah, an award-winning and bestselling American writer, who has won numerous awards, including the Golden Heart, the Maggie, and the National Reader's Choice award, in what year?","The Nightingale is a historical fiction novel, published in 2015, and written by Kristin Hannah, an award-winning and bestselling American writer, who has won numerous awards, including the Golden Heart, the Maggie, and the National Reader's Choice award, in what year?","The Nightingale is a historical fiction novel, published in 2015, and written by Kristin Hannah, an award-winning and bestselling American writer, who has won numerous awards, including the Golden Heart, the Maggie, and the National Reader's Choice award, in what year?
Let's think step by step.",
"Who is the commissioner of the Mountain West Conference, where the New Mexico Lobos play football?","Who is the commissioner of the Mountain West Conference, where the New Mexico Lobos play football?","Who is the commissioner of the Mountain West Conference, where the New Mexico Lobos play football?
Let's think step by step.",
How many significant events involved John Paul II?,How many significant events involved John Paul II?,"How many significant events involved John Paul II?
Let's think step by step.",
"Gliricidia sepium, often simply referred to as Gliricidia, and  ""madreado"" in which republic in Central America?","Gliricidia sepium, often simply referred to as Gliricidia, and  ""madreado"" in which republic in Central America?","Gliricidia sepium, often simply referred to as Gliricidia, and  ""madreado"" in which republic in Central America?
Let's think step by step.",
"he Crewe and Nantwich by-election, 2008 was a parliamentary by-election held on 22 May 2008, for the British House of Commons constituency of Crewe and Nantwich, election was won by which British Conservative Party politician?","he Crewe and Nantwich by-election, 2008 was a parliamentary by-election held on 22 May 2008, for the British House of Commons constituency of Crewe and Nantwich, election was won by which British Conservative Party politician?","he Crewe and Nantwich by-election, 2008 was a parliamentary by-election held on 22 May 2008, for the British House of Commons constituency of Crewe and Nantwich, election was won by which British Conservative Party politician?
Let's think step by step.",
What is name of the higher taxon of Medicago sativa whose vernacular name is אספסת?,What is name of the higher taxon of Medicago sativa whose vernacular name is אספסת?,"What is name of the higher taxon of Medicago sativa whose vernacular name is אספסת?
Let's think step by step.",
new right definition of poverty,new right definition of poverty,"new right definition of poverty
Let's think step by step.",
What two teams played in the final to advance to the npower Championship?,What two teams played in the final to advance to the npower Championship?,"What two teams played in the final to advance to the npower Championship?
Let's think step by step.",
base currency and term currency,base currency and term currency,"base currency and term currency
Let's think step by step.",
A. J. Francis played football for the team that represents what university?,A. J. Francis played football for the team that represents what university?,"A. J. Francis played football for the team that represents what university?
Let's think step by step.",
"Were A Funny Thing Happened on the Way to the Moon and Air Force, Incorporated directed by the same person?","Were A Funny Thing Happened on the Way to the Moon and Air Force, Incorporated directed by the same person?","Were A Funny Thing Happened on the Way to the Moon and Air Force, Incorporated directed by the same person?
Let's think step by step.",
what is hh blood group,what is hh blood group,"what is hh blood group
Let's think step by step.",
cost to maintain inground pool,cost to maintain inground pool,"cost to maintain inground pool
Let's think step by step.",
megatropolis definition,megatropolis definition,"megatropolis definition
Let's think step by step.",
what is neem oil used for,what is neem oil used for,"what is neem oil used for
Let's think step by step.",
Is The Hub taller than 56 Leonard Street?,Is The Hub taller than 56 Leonard Street?,"Is The Hub taller than 56 Leonard Street?
Let's think step by step.",
What are the languages spoken by Matthew Perry whose AWLD status is 1 safe?,What are the languages spoken by Matthew Perry whose AWLD status is 1 safe?,"What are the languages spoken by Matthew Perry whose AWLD status is 1 safe?
Let's think step by step.",
David Watkin worked with such film directors as one known for his work on what 1980's film series?,David Watkin worked with such film directors as one known for his work on what 1980's film series?,"David Watkin worked with such film directors as one known for his work on what 1980's film series?
Let's think step by step.",
where is the ear lobe located,where is the ear lobe located,"where is the ear lobe located
Let's think step by step.",
Brady plc's clients include the world's second largest what?,Brady plc's clients include the world's second largest what?,"Brady plc's clients include the world's second largest what?
Let's think step by step.",
"The Hawaiians thought an extinct breed of pariah dog, other than human consumption of the flesh and other edible parts derived from dogs, were what ?","The Hawaiians thought an extinct breed of pariah dog, other than human consumption of the flesh and other edible parts derived from dogs, were what ?","The Hawaiians thought an extinct breed of pariah dog, other than human consumption of the flesh and other edible parts derived from dogs, were what ?
Let's think step by step.",
KBEV-FM is licensed to serve a city in Montana with what population as of the 2010 census?,KBEV-FM is licensed to serve a city in Montana with what population as of the 2010 census?,"KBEV-FM is licensed to serve a city in Montana with what population as of the 2010 census?
Let's think step by step.",
does a narcissist always come back,does a narcissist always come back,"does a narcissist always come back
Let's think step by step.",
what are food microorganisms,what are food microorganisms,"what are food microorganisms
Let's think step by step.",
"Which actor featured in Stage Left: A Story of Theater in San Francisco passed away on August 11, 2014 ?","Which actor featured in Stage Left: A Story of Theater in San Francisco passed away on August 11, 2014 ?","Which actor featured in Stage Left: A Story of Theater in San Francisco passed away on August 11, 2014 ?
Let's think step by step.",
Which is the Power of 10 athlete ID for Paula Radcliffe?,Which is the Power of 10 athlete ID for Paula Radcliffe?,"Which is the Power of 10 athlete ID for Paula Radcliffe?
Let's think step by step.",
The Millionaires' Unit is a documentary that was narrated by which actor?,The Millionaires' Unit is a documentary that was narrated by which actor?,"The Millionaires' Unit is a documentary that was narrated by which actor?
Let's think step by step.",
Which mathematician was the father of physicist Nikolai Borisovich Delone: Jakow Trachtenberg or Boris Delaunay?,Which mathematician was the father of physicist Nikolai Borisovich Delone: Jakow Trachtenberg or Boris Delaunay?,"Which mathematician was the father of physicist Nikolai Borisovich Delone: Jakow Trachtenberg or Boris Delaunay?
Let's think step by step.",
"Which band band released their first album in 2009, Starflyer 59 or Fun?","Which band band released their first album in 2009, Starflyer 59 or Fun?","Which band band released their first album in 2009, Starflyer 59 or Fun?
Let's think step by step.",
"A man who co-wrote ""What A Feeling"" with Mike Needle, Jamie Scott, Dan Bryer and Liam Payne became a member of One Direction after being eliminated from what British music competition series? ","A man who co-wrote ""What A Feeling"" with Mike Needle, Jamie Scott, Dan Bryer and Liam Payne became a member of One Direction after being eliminated from what British music competition series? ","A man who co-wrote ""What A Feeling"" with Mike Needle, Jamie Scott, Dan Bryer and Liam Payne became a member of One Direction after being eliminated from what British music competition series? 
Let's think step by step.",
What is the nationality of the author who wrote the novels on which the British-Irish crime drama television series Quirke is based?,What is the nationality of the author who wrote the novels on which the British-Irish crime drama television series Quirke is based?,"What is the nationality of the author who wrote the novels on which the British-Irish crime drama television series Quirke is based?
Let's think step by step.",
can you watch an employment tribunal,can you watch an employment tribunal,"can you watch an employment tribunal
Let's think step by step.",
does dss include students,does dss include students,"does dss include students
Let's think step by step.",
where is gythion greece,where is gythion greece,"where is gythion greece
Let's think step by step.",
weber surname meaning,weber surname meaning,"weber surname meaning
Let's think step by step.",
what is manipulative therapy,what is manipulative therapy,"what is manipulative therapy
Let's think step by step.",
wHAT IS CABBAGE ETIMOLOGY OF  OF OLYMPIC GAMES SEASON BEGINS ?,wHAT IS CABBAGE ETIMOLOGY OF  OF OLYMPIC GAMES SEASON BEGINS ?,"wHAT IS CABBAGE ETIMOLOGY OF  OF OLYMPIC GAMES SEASON BEGINS ?
Let's think step by step.",
"Which one of The Wreckers singers also sang the song ""A Women Needs""?","Which one of The Wreckers singers also sang the song ""A Women Needs""?","Which one of The Wreckers singers also sang the song ""A Women Needs""?
Let's think step by step.",
CT scan cost for dogs,CT scan cost for dogs,"CT scan cost for dogs
Let's think step by step.",
"The younger brother of Gary Russell Jr. was voted what in 2011 by ""Sports Illustrated"" and ESPN?","The younger brother of Gary Russell Jr. was voted what in 2011 by ""Sports Illustrated"" and ESPN?","The younger brother of Gary Russell Jr. was voted what in 2011 by ""Sports Illustrated"" and ESPN?
Let's think step by step.",
why did repeated american invasion of canada fail,why did repeated american invasion of canada fail,"why did repeated american invasion of canada fail
Let's think step by step.",
what is the highest rank in law enforcement,what is the highest rank in law enforcement,"what is the highest rank in law enforcement
Let's think step by step.",
what is carbon sequestration,what is carbon sequestration,"what is carbon sequestration
Let's think step by step.",
What is the famous last line in the speech about the war guilt of the Germans published by Günther Ruprecht?,What is the famous last line in the speech about the war guilt of the Germans published by Günther Ruprecht?,"What is the famous last line in the speech about the war guilt of the Germans published by Günther Ruprecht?
Let's think step by step.",
What movement did Karl Friedrich Schinkel become a member of in 1835?,What movement did Karl Friedrich Schinkel become a member of in 1835?,"What movement did Karl Friedrich Schinkel become a member of in 1835?
Let's think step by step.",
Which movie did John Cho have a part in in which four friends are trying to lose their virginity?,Which movie did John Cho have a part in in which four friends are trying to lose their virginity?,"Which movie did John Cho have a part in in which four friends are trying to lose their virginity?
Let's think step by step.",
Which city contains the administrative territorial entity of Guangdong?,Which city contains the administrative territorial entity of Guangdong?,"Which city contains the administrative territorial entity of Guangdong?
Let's think step by step.",
how much should it cost to add an prefab walk in shower,how much should it cost to add an prefab walk in shower,"how much should it cost to add an prefab walk in shower
Let's think step by step.",
how long will I be off work with a lisfranc surgery,how long will I be off work with a lisfranc surgery,"how long will I be off work with a lisfranc surgery
Let's think step by step.",
What do The Tea Party and Train have in common? ,What do The Tea Party and Train have in common? ,"What do The Tea Party and Train have in common? 
Let's think step by step.",
Does the net tonnage of the Maggie Lee equal 8?,Does the net tonnage of the Maggie Lee equal 8?,"Does the net tonnage of the Maggie Lee equal 8?
Let's think step by step.",
"Which plant has more species, Lithophragma or Adonis?","Which plant has more species, Lithophragma or Adonis?","Which plant has more species, Lithophragma or Adonis?
Let's think step by step.",
In which county is this former estate of the heir to a U.S. Steel fortune located where George A. Crawley constructed a house?,In which county is this former estate of the heir to a U.S. Steel fortune located where George A. Crawley constructed a house?,"In which county is this former estate of the heir to a U.S. Steel fortune located where George A. Crawley constructed a house?
Let's think step by step.",
what is bison,what is bison,"what is bison
Let's think step by step.",
what temperature is a fever TO MELT LEAD,what temperature is a fever TO MELT LEAD,"what temperature is a fever TO MELT LEAD
Let's think step by step.",
what type of food do zulus eat,what type of food do zulus eat,"what type of food do zulus eat
Let's think step by step.",
Who is the contestant of Descendants of the Sun?,Who is the contestant of Descendants of the Sun?,"Who is the contestant of Descendants of the Sun?
Let's think step by step.",
What position was held by Boutros Boutros-Ghali in 1992?,What position was held by Boutros Boutros-Ghali in 1992?,"What position was held by Boutros Boutros-Ghali in 1992?
Let's think step by step.",
what are the organs in the body,what are the organs in the body,"what are the organs in the body
Let's think step by step.",
what is tplo in dogs,what is tplo in dogs,"what is tplo in dogs
Let's think step by step.",
"The 22nd TCA Awards were hosted by an american actress best known for portraying who in the Fox action thriller series ""24""?","The 22nd TCA Awards were hosted by an american actress best known for portraying who in the Fox action thriller series ""24""?","The 22nd TCA Awards were hosted by an american actress best known for portraying who in the Fox action thriller series ""24""?
Let's think step by step.",
What is Czech Registration ID for Prague ?,What is Czech Registration ID for Prague ?,"What is Czech Registration ID for Prague ?
Let's think step by step.",
"The song ""Pookkalae Sattru Oyivedungal"" is sung by a musician born in what year?","The song ""Pookkalae Sattru Oyivedungal"" is sung by a musician born in what year?","The song ""Pookkalae Sattru Oyivedungal"" is sung by a musician born in what year?
Let's think step by step.",
Brian Henson and Pedro Costa have both worked what occupation?,Brian Henson and Pedro Costa have both worked what occupation?,"Brian Henson and Pedro Costa have both worked what occupation?
Let's think step by step.",
what are organelles discrete structures found inside all cells that have a specific function,what are organelles discrete structures found inside all cells that have a specific function,"what are organelles discrete structures found inside all cells that have a specific function
Let's think step by step.",
"\Which musician was a member of Genesis, Ray Wilson or Thomas Erak?","\Which musician was a member of Genesis, Ray Wilson or Thomas Erak?","\Which musician was a member of Genesis, Ray Wilson or Thomas Erak?
Let's think step by step.",
what is the name of the edge of a sidewalk called,what is the name of the edge of a sidewalk called,"what is the name of the edge of a sidewalk called
Let's think step by step.",
Dorothea von Salviati's father-in-law was born on what date?,Dorothea von Salviati's father-in-law was born on what date?,"Dorothea von Salviati's father-in-law was born on what date?
Let's think step by step.",
In what NY neighborhood was Charlie Sheen born?,In what NY neighborhood was Charlie Sheen born?,"In what NY neighborhood was Charlie Sheen born?
Let's think step by step.",
average salary for an nfl scout,average salary for an nfl scout,"average salary for an nfl scout
Let's think step by step.",
Madeline Lee Gilford was married to the actor who was nominated for an Academy Award for what movie?,Madeline Lee Gilford was married to the actor who was nominated for an Academy Award for what movie?,"Madeline Lee Gilford was married to the actor who was nominated for an Academy Award for what movie?
Let's think step by step.",
"Sugarloaf Regional Airport is owned by a town with a population of what, as of the 2010 census?","Sugarloaf Regional Airport is owned by a town with a population of what, as of the 2010 census?","Sugarloaf Regional Airport is owned by a town with a population of what, as of the 2010 census?
Let's think step by step.",
"Europop included the lead single, released on what date?","Europop included the lead single, released on what date?","Europop included the lead single, released on what date?
Let's think step by step.",
what is hotep,what is hotep,"what is hotep
Let's think step by step.",
is a covalent or ionic bond stronger,is a covalent or ionic bond stronger,"is a covalent or ionic bond stronger
Let's think step by step.",
did the dawes act provide american citizenship,did the dawes act provide american citizenship,"did the dawes act provide american citizenship
Let's think step by step.",
"In which county in the state of Maine, United States, did a prominent member of the Bahá'í Faith die in 1951?","In which county in the state of Maine, United States, did a prominent member of the Bahá'í Faith die in 1951?","In which county in the state of Maine, United States, did a prominent member of the Bahá'í Faith die in 1951?
Let's think step by step.",
which match was played between Italian side Juventus and Spanish side Barcelona on 6June 2015?,which match was played between Italian side Juventus and Spanish side Barcelona on 6June 2015?,"which match was played between Italian side Juventus and Spanish side Barcelona on 6June 2015?
Let's think step by step.",
Sorority Wars starred which former professional ballet dancer?,Sorority Wars starred which former professional ballet dancer?,"Sorority Wars starred which former professional ballet dancer?
Let's think step by step.",
how much should you pay for a haircut,how much should you pay for a haircut,"how much should you pay for a haircut
Let's think step by step.",
what is the reason that linked genes are inherited together,what is the reason that linked genes are inherited together,"what is the reason that linked genes are inherited together
Let's think step by step.",
What state did Qiudong Wang recieve his Ph.D in?,What state did Qiudong Wang recieve his Ph.D in?,"What state did Qiudong Wang recieve his Ph.D in?
Let's think step by step.",
In what Western European Country did Field Marshal Sir Bernard Law Montgomery accepted the unconditional surrender of the German forces during World War II?,In what Western European Country did Field Marshal Sir Bernard Law Montgomery accepted the unconditional surrender of the German forces during World War II?,"In what Western European Country did Field Marshal Sir Bernard Law Montgomery accepted the unconditional surrender of the German forces during World War II?
Let's think step by step.",
how acanthamoeba cause meningitis,how acanthamoeba cause meningitis,"how acanthamoeba cause meningitis
Let's think step by step.",
what is the scale for credit scores,what is the scale for credit scores,"what is the scale for credit scores
Let's think step by step.",
how long does a cricket match last,how long does a cricket match last,"how long does a cricket match last
Let's think step by step.",
Where did a recipient of The Technical Grammy Award help develop the video tape recorder at?,Where did a recipient of The Technical Grammy Award help develop the video tape recorder at?,"Where did a recipient of The Technical Grammy Award help develop the video tape recorder at?
Let's think step by step.",
"In which year was the mission founded where Father José Barona, performed his first baptism in San Diego ?","In which year was the mission founded where Father José Barona, performed his first baptism in San Diego ?","In which year was the mission founded where Father José Barona, performed his first baptism in San Diego ?
Let's think step by step.",
"Alice Costandina ""Dina"" Titus is considered to be what?","Alice Costandina ""Dina"" Titus is considered to be what?","Alice Costandina ""Dina"" Titus is considered to be what?
Let's think step by step.",
what does the name patrice mean,what does the name patrice mean,"what does the name patrice mean
Let's think step by step.",
In which conference did both Baylor and Iowa State compete in 2011-2012?,In which conference did both Baylor and Iowa State compete in 2011-2012?,"In which conference did both Baylor and Iowa State compete in 2011-2012?
Let's think step by step.",
Is the number of constituencies of the municipal chamber of Contagem more than 0?,Is the number of constituencies of the municipal chamber of Contagem more than 0?,"Is the number of constituencies of the municipal chamber of Contagem more than 0?
Let's think step by step.",
what are cerebrospinal fluid,what are cerebrospinal fluid,"what are cerebrospinal fluid
Let's think step by step.",
Who assisted in bond financing for the transit system that includes the MGM Grand Station?,Who assisted in bond financing for the transit system that includes the MGM Grand Station?,"Who assisted in bond financing for the transit system that includes the MGM Grand Station?
Let's think step by step.",
what is flour,what is flour,"what is flour
Let's think step by step.",
"Peja Stojakovic, who played for EuroBasket 2001, is of what nationality?","Peja Stojakovic, who played for EuroBasket 2001, is of what nationality?","Peja Stojakovic, who played for EuroBasket 2001, is of what nationality?
Let's think step by step.",
what climate do meerkats live in,what climate do meerkats live in,"what climate do meerkats live in
Let's think step by step.",
