Question,implicit_zero_shot,explicit_zero_shot,auto_cot
What is name of the higher taxon of Medicago sativa whose vernacular name is אספסת?,What is name of the higher taxon of Medicago sativa whose vernacular name is אספסת?,"What is name of the higher taxon of Medicago sativa whose vernacular name is אספסת?
Let's think step by step.",
new right definition of poverty,new right definition of poverty,"new right definition of poverty
Let's think step by step.",
What two teams played in the final to advance to the npower Championship?,What two teams played in the final to advance to the npower Championship?,"What two teams played in the final to advance to the npower Championship?
Let's think step by step.",
base currency and term currency,base currency and term currency,"base currency and term currency
Let's think step by step.",
A. J. Francis played football for the team that represents what university?,A. J. Francis played football for the team that represents what university?,"A. J. Francis played football for the team that represents what university?
Let's think step by step.",
"Were A Funny Thing Happened on the Way to the Moon and Air Force, Incorporated directed by the same person?","Were A Funny Thing Happened on the Way to the Moon and Air Force, Incorporated directed by the same person?","Were A Funny Thing Happened on the Way to the Moon and Air Force, Incorporated directed by the same person?
Let's think step by step.",
what is hh blood group,what is hh blood group,"what is hh blood group
Let's think step by step.",
cost to maintain inground pool,cost to maintain inground pool,"cost to maintain inground pool
Let's think step by step.",
megatropolis definition,megatropolis definition,"megatropolis definition
Let's think step by step.",
what is neem oil used for,what is neem oil used for,"what is neem oil used for
Let's think step by step.",
Is The Hub taller than 56 Leonard Street?,Is The Hub taller than 56 Leonard Street?,"Is The Hub taller than 56 Leonard Street?
Let's think step by step.",
What are the languages spoken by Matthew Perry whose AWLD status is 1 safe?,What are the languages spoken by Matthew Perry whose AWLD status is 1 safe?,"What are the languages spoken by Matthew Perry whose AWLD status is 1 safe?
Let's think step by step.",
David Watkin worked with such film directors as one known for his work on what 1980's film series?,David Watkin worked with such film directors as one known for his work on what 1980's film series?,"David Watkin worked with such film directors as one known for his work on what 1980's film series?
Let's think step by step.",
where is the ear lobe located,where is the ear lobe located,"where is the ear lobe located
Let's think step by step.",
Brady plc's clients include the world's second largest what?,Brady plc's clients include the world's second largest what?,"Brady plc's clients include the world's second largest what?
Let's think step by step.",
"The Hawaiians thought an extinct breed of pariah dog, other than human consumption of the flesh and other edible parts derived from dogs, were what ?","The Hawaiians thought an extinct breed of pariah dog, other than human consumption of the flesh and other edible parts derived from dogs, were what ?","The Hawaiians thought an extinct breed of pariah dog, other than human consumption of the flesh and other edible parts derived from dogs, were what ?
Let's think step by step.",
KBEV-FM is licensed to serve a city in Montana with what population as of the 2010 census?,KBEV-FM is licensed to serve a city in Montana with what population as of the 2010 census?,"KBEV-FM is licensed to serve a city in Montana with what population as of the 2010 census?
Let's think step by step.",
does a narcissist always come back,does a narcissist always come back,"does a narcissist always come back
Let's think step by step.",
what are food microorganisms,what are food microorganisms,"what are food microorganisms
Let's think step by step.",
"Which actor featured in Stage Left: A Story of Theater in San Francisco passed away on August 11, 2014 ?","Which actor featured in Stage Left: A Story of Theater in San Francisco passed away on August 11, 2014 ?","Which actor featured in Stage Left: A Story of Theater in San Francisco passed away on August 11, 2014 ?
Let's think step by step.",
Which is the Power of 10 athlete ID for Paula Radcliffe?,Which is the Power of 10 athlete ID for Paula Radcliffe?,"Which is the Power of 10 athlete ID for Paula Radcliffe?
Let's think step by step.",
The Millionaires' Unit is a documentary that was narrated by which actor?,The Millionaires' Unit is a documentary that was narrated by which actor?,"The Millionaires' Unit is a documentary that was narrated by which actor?
Let's think step by step.",
Which mathematician was the father of physicist Nikolai Borisovich Delone: Jakow Trachtenberg or Boris Delaunay?,Which mathematician was the father of physicist Nikolai Borisovich Delone: Jakow Trachtenberg or Boris Delaunay?,"Which mathematician was the father of physicist Nikolai Borisovich Delone: Jakow Trachtenberg or Boris Delaunay?
Let's think step by step.",
"Which band band released their first album in 2009, Starflyer 59 or Fun?","Which band band released their first album in 2009, Starflyer 59 or Fun?","Which band band released their first album in 2009, Starflyer 59 or Fun?
Let's think step by step.",
"A man who co-wrote ""What A Feeling"" with Mike Needle, Jamie Scott, Dan Bryer and Liam Payne became a member of One Direction after being eliminated from what British music competition series? ","A man who co-wrote ""What A Feeling"" with Mike Needle, Jamie Scott, Dan Bryer and Liam Payne became a member of One Direction after being eliminated from what British music competition series? ","A man who co-wrote ""What A Feeling"" with Mike Needle, Jamie Scott, Dan Bryer and Liam Payne became a member of One Direction after being eliminated from what British music competition series? 
Let's think step by step.",
What is the nationality of the author who wrote the novels on which the British-Irish crime drama television series Quirke is based?,What is the nationality of the author who wrote the novels on which the British-Irish crime drama television series Quirke is based?,"What is the nationality of the author who wrote the novels on which the British-Irish crime drama television series Quirke is based?
Let's think step by step.",
can you watch an employment tribunal,can you watch an employment tribunal,"can you watch an employment tribunal
Let's think step by step.",
does dss include students,does dss include students,"does dss include students
Let's think step by step.",
where is gythion greece,where is gythion greece,"where is gythion greece
Let's think step by step.",
weber surname meaning,weber surname meaning,"weber surname meaning
Let's think step by step.",
what is manipulative therapy,what is manipulative therapy,"what is manipulative therapy
Let's think step by step.",
wHAT IS CABBAGE ETIMOLOGY OF  OF OLYMPIC GAMES SEASON BEGINS ?,wHAT IS CABBAGE ETIMOLOGY OF  OF OLYMPIC GAMES SEASON BEGINS ?,"wHAT IS CABBAGE ETIMOLOGY OF  OF OLYMPIC GAMES SEASON BEGINS ?
Let's think step by step.",
"Which one of The Wreckers singers also sang the song ""A Women Needs""?","Which one of The Wreckers singers also sang the song ""A Women Needs""?","Which one of The Wreckers singers also sang the song ""A Women Needs""?
Let's think step by step.",
CT scan cost for dogs,CT scan cost for dogs,"CT scan cost for dogs
Let's think step by step.",
"The younger brother of Gary Russell Jr. was voted what in 2011 by ""Sports Illustrated"" and ESPN?","The younger brother of Gary Russell Jr. was voted what in 2011 by ""Sports Illustrated"" and ESPN?","The younger brother of Gary Russell Jr. was voted what in 2011 by ""Sports Illustrated"" and ESPN?
Let's think step by step.",
why did repeated american invasion of canada fail,why did repeated american invasion of canada fail,"why did repeated american invasion of canada fail
Let's think step by step.",
what is the highest rank in law enforcement,what is the highest rank in law enforcement,"what is the highest rank in law enforcement
Let's think step by step.",
what is carbon sequestration,what is carbon sequestration,"what is carbon sequestration
Let's think step by step.",
What is the famous last line in the speech about the war guilt of the Germans published by Günther Ruprecht?,What is the famous last line in the speech about the war guilt of the Germans published by Günther Ruprecht?,"What is the famous last line in the speech about the war guilt of the Germans published by Günther Ruprecht?
Let's think step by step.",
What movement did Karl Friedrich Schinkel become a member of in 1835?,What movement did Karl Friedrich Schinkel become a member of in 1835?,"What movement did Karl Friedrich Schinkel become a member of in 1835?
Let's think step by step.",
Which movie did John Cho have a part in in which four friends are trying to lose their virginity?,Which movie did John Cho have a part in in which four friends are trying to lose their virginity?,"Which movie did John Cho have a part in in which four friends are trying to lose their virginity?
Let's think step by step.",
Which city contains the administrative territorial entity of Guangdong?,Which city contains the administrative territorial entity of Guangdong?,"Which city contains the administrative territorial entity of Guangdong?
Let's think step by step.",
how much should it cost to add an prefab walk in shower,how much should it cost to add an prefab walk in shower,"how much should it cost to add an prefab walk in shower
Let's think step by step.",
how long will I be off work with a lisfranc surgery,how long will I be off work with a lisfranc surgery,"how long will I be off work with a lisfranc surgery
Let's think step by step.",
What do The Tea Party and Train have in common? ,What do The Tea Party and Train have in common? ,"What do The Tea Party and Train have in common? 
Let's think step by step.",
Does the net tonnage of the Maggie Lee equal 8?,Does the net tonnage of the Maggie Lee equal 8?,"Does the net tonnage of the Maggie Lee equal 8?
Let's think step by step.",
"Which plant has more species, Lithophragma or Adonis?","Which plant has more species, Lithophragma or Adonis?","Which plant has more species, Lithophragma or Adonis?
Let's think step by step.",
In which county is this former estate of the heir to a U.S. Steel fortune located where George A. Crawley constructed a house?,In which county is this former estate of the heir to a U.S. Steel fortune located where George A. Crawley constructed a house?,"In which county is this former estate of the heir to a U.S. Steel fortune located where George A. Crawley constructed a house?
Let's think step by step.",
what is bison,what is bison,"what is bison
Let's think step by step.",
what temperature is a fever TO MELT LEAD,what temperature is a fever TO MELT LEAD,"what temperature is a fever TO MELT LEAD
Let's think step by step.",
what type of food do zulus eat,what type of food do zulus eat,"what type of food do zulus eat
Let's think step by step.",
Who is the contestant of Descendants of the Sun?,Who is the contestant of Descendants of the Sun?,"Who is the contestant of Descendants of the Sun?
Let's think step by step.",
What position was held by Boutros Boutros-Ghali in 1992?,What position was held by Boutros Boutros-Ghali in 1992?,"What position was held by Boutros Boutros-Ghali in 1992?
Let's think step by step.",
what are the organs in the body,what are the organs in the body,"what are the organs in the body
Let's think step by step.",
what is tplo in dogs,what is tplo in dogs,"what is tplo in dogs
Let's think step by step.",
"The 22nd TCA Awards were hosted by an american actress best known for portraying who in the Fox action thriller series ""24""?","The 22nd TCA Awards were hosted by an american actress best known for portraying who in the Fox action thriller series ""24""?","The 22nd TCA Awards were hosted by an american actress best known for portraying who in the Fox action thriller series ""24""?
Let's think step by step.",
What is Czech Registration ID for Prague ?,What is Czech Registration ID for Prague ?,"What is Czech Registration ID for Prague ?
Let's think step by step.",
"The song ""Pookkalae Sattru Oyivedungal"" is sung by a musician born in what year?","The song ""Pookkalae Sattru Oyivedungal"" is sung by a musician born in what year?","The song ""Pookkalae Sattru Oyivedungal"" is sung by a musician born in what year?
Let's think step by step.",
Brian Henson and Pedro Costa have both worked what occupation?,Brian Henson and Pedro Costa have both worked what occupation?,"Brian Henson and Pedro Costa have both worked what occupation?
Let's think step by step.",
what are organelles discrete structures found inside all cells that have a specific function,what are organelles discrete structures found inside all cells that have a specific function,"what are organelles discrete structures found inside all cells that have a specific function
Let's think step by step.",
"\Which musician was a member of Genesis, Ray Wilson or Thomas Erak?","\Which musician was a member of Genesis, Ray Wilson or Thomas Erak?","\Which musician was a member of Genesis, Ray Wilson or Thomas Erak?
Let's think step by step.",
what is the name of the edge of a sidewalk called,what is the name of the edge of a sidewalk called,"what is the name of the edge of a sidewalk called
Let's think step by step.",
Dorothea von Salviati's father-in-law was born on what date?,Dorothea von Salviati's father-in-law was born on what date?,"Dorothea von Salviati's father-in-law was born on what date?
Let's think step by step.",
In what NY neighborhood was Charlie Sheen born?,In what NY neighborhood was Charlie Sheen born?,"In what NY neighborhood was Charlie Sheen born?
Let's think step by step.",
average salary for an nfl scout,average salary for an nfl scout,"average salary for an nfl scout
Let's think step by step.",
Madeline Lee Gilford was married to the actor who was nominated for an Academy Award for what movie?,Madeline Lee Gilford was married to the actor who was nominated for an Academy Award for what movie?,"Madeline Lee Gilford was married to the actor who was nominated for an Academy Award for what movie?
Let's think step by step.",
"Sugarloaf Regional Airport is owned by a town with a population of what, as of the 2010 census?","Sugarloaf Regional Airport is owned by a town with a population of what, as of the 2010 census?","Sugarloaf Regional Airport is owned by a town with a population of what, as of the 2010 census?
Let's think step by step.",
"Europop included the lead single, released on what date?","Europop included the lead single, released on what date?","Europop included the lead single, released on what date?
Let's think step by step.",
what is hotep,what is hotep,"what is hotep
Let's think step by step.",
is a covalent or ionic bond stronger,is a covalent or ionic bond stronger,"is a covalent or ionic bond stronger
Let's think step by step.",
did the dawes act provide american citizenship,did the dawes act provide american citizenship,"did the dawes act provide american citizenship
Let's think step by step.",
"In which county in the state of Maine, United States, did a prominent member of the Bahá'í Faith die in 1951?","In which county in the state of Maine, United States, did a prominent member of the Bahá'í Faith die in 1951?","In which county in the state of Maine, United States, did a prominent member of the Bahá'í Faith die in 1951?
Let's think step by step.",
which match was played between Italian side Juventus and Spanish side Barcelona on 6June 2015?,which match was played between Italian side Juventus and Spanish side Barcelona on 6June 2015?,"which match was played between Italian side Juventus and Spanish side Barcelona on 6June 2015?
Let's think step by step.",
Sorority Wars starred which former professional ballet dancer?,Sorority Wars starred which former professional ballet dancer?,"Sorority Wars starred which former professional ballet dancer?
Let's think step by step.",
how much should you pay for a haircut,how much should you pay for a haircut,"how much should you pay for a haircut
Let's think step by step.",
what is the reason that linked genes are inherited together,what is the reason that linked genes are inherited together,"what is the reason that linked genes are inherited together
Let's think step by step.",
What state did Qiudong Wang recieve his Ph.D in?,What state did Qiudong Wang recieve his Ph.D in?,"What state did Qiudong Wang recieve his Ph.D in?
Let's think step by step.",
In what Western European Country did Field Marshal Sir Bernard Law Montgomery accepted the unconditional surrender of the German forces during World War II?,In what Western European Country did Field Marshal Sir Bernard Law Montgomery accepted the unconditional surrender of the German forces during World War II?,"In what Western European Country did Field Marshal Sir Bernard Law Montgomery accepted the unconditional surrender of the German forces during World War II?
Let's think step by step.",
how acanthamoeba cause meningitis,how acanthamoeba cause meningitis,"how acanthamoeba cause meningitis
Let's think step by step.",
what is the scale for credit scores,what is the scale for credit scores,"what is the scale for credit scores
Let's think step by step.",
how long does a cricket match last,how long does a cricket match last,"how long does a cricket match last
Let's think step by step.",
Where did a recipient of The Technical Grammy Award help develop the video tape recorder at?,Where did a recipient of The Technical Grammy Award help develop the video tape recorder at?,"Where did a recipient of The Technical Grammy Award help develop the video tape recorder at?
Let's think step by step.",
"In which year was the mission founded where Father José Barona, performed his first baptism in San Diego ?","In which year was the mission founded where Father José Barona, performed his first baptism in San Diego ?","In which year was the mission founded where Father José Barona, performed his first baptism in San Diego ?
Let's think step by step.",
"Alice Costandina ""Dina"" Titus is considered to be what?","Alice Costandina ""Dina"" Titus is considered to be what?","Alice Costandina ""Dina"" Titus is considered to be what?
Let's think step by step.",
what does the name patrice mean,what does the name patrice mean,"what does the name patrice mean
Let's think step by step.",
In which conference did both Baylor and Iowa State compete in 2011-2012?,In which conference did both Baylor and Iowa State compete in 2011-2012?,"In which conference did both Baylor and Iowa State compete in 2011-2012?
Let's think step by step.",
Is the number of constituencies of the municipal chamber of Contagem more than 0?,Is the number of constituencies of the municipal chamber of Contagem more than 0?,"Is the number of constituencies of the municipal chamber of Contagem more than 0?
Let's think step by step.",
what are cerebrospinal fluid,what are cerebrospinal fluid,"what are cerebrospinal fluid
Let's think step by step.",
Who assisted in bond financing for the transit system that includes the MGM Grand Station?,Who assisted in bond financing for the transit system that includes the MGM Grand Station?,"Who assisted in bond financing for the transit system that includes the MGM Grand Station?
Let's think step by step.",
what is flour,what is flour,"what is flour
Let's think step by step.",
"Peja Stojakovic, who played for EuroBasket 2001, is of what nationality?","Peja Stojakovic, who played for EuroBasket 2001, is of what nationality?","Peja Stojakovic, who played for EuroBasket 2001, is of what nationality?
Let's think step by step.",
what climate do meerkats live in,what climate do meerkats live in,"what climate do meerkats live in
Let's think step by step.",
"How tall (in meters) is the mountain which was named after a pilot from the airline based in Calgary, Alberta, Canada?","How tall (in meters) is the mountain which was named after a pilot from the airline based in Calgary, Alberta, Canada?","How tall (in meters) is the mountain which was named after a pilot from the airline based in Calgary, Alberta, Canada?
Let's think step by step.",
What are the legal order which start with the letter sharia,What are the legal order which start with the letter sharia,"What are the legal order which start with the letter sharia
Let's think step by step.",
roshni name meaning,roshni name meaning,"roshni name meaning
Let's think step by step.",
How many administrative territorial entities are located by Los Lagos Region?,How many administrative territorial entities are located by Los Lagos Region?,"How many administrative territorial entities are located by Los Lagos Region?
Let's think step by step.",
who wrote song i can see clearly now,who wrote song i can see clearly now,"who wrote song i can see clearly now
Let's think step by step.",
average legal fees for testamentary trust,average legal fees for testamentary trust,"average legal fees for testamentary trust
Let's think step by step.",
What fashion house has Stefano Pilati worked at and is one of the biggest one global producers of fine fabrics (2.3 million metres per year)?,What fashion house has Stefano Pilati worked at and is one of the biggest one global producers of fine fabrics (2.3 million metres per year)?,"What fashion house has Stefano Pilati worked at and is one of the biggest one global producers of fine fabrics (2.3 million metres per year)?
Let's think step by step.",
normal range for tsh,normal range for tsh,"normal range for tsh
Let's think step by step.",
Who is the director of a 2003 psychological thriller film in which Eugene M. Davis had a role?,Who is the director of a 2003 psychological thriller film in which Eugene M. Davis had a role?,"Who is the director of a 2003 psychological thriller film in which Eugene M. Davis had a role?
Let's think step by step.",
how to inspect tires,how to inspect tires,"how to inspect tires
Let's think step by step.",
what is a postcolonial theory,what is a postcolonial theory,"what is a postcolonial theory
Let's think step by step.",
Icons of Evolution was written by a professor who was devoted to destroying what theory? ,Icons of Evolution was written by a professor who was devoted to destroying what theory? ,"Icons of Evolution was written by a professor who was devoted to destroying what theory? 
Let's think step by step.",
"Bambi and Treasure Island, have which subsidiary organization in common?","Bambi and Treasure Island, have which subsidiary organization in common?","Bambi and Treasure Island, have which subsidiary organization in common?
Let's think step by step.",
Which position did this head coach of 2017 Oakland Raiders sessions play in the 1980s?,Which position did this head coach of 2017 Oakland Raiders sessions play in the 1980s?,"Which position did this head coach of 2017 Oakland Raiders sessions play in the 1980s?
Let's think step by step.",
"The 2014 South Korean television series Angel Eyes featured what South Korean singer, songwriter, and actor?","The 2014 South Korean television series Angel Eyes featured what South Korean singer, songwriter, and actor?","The 2014 South Korean television series Angel Eyes featured what South Korean singer, songwriter, and actor?
Let's think step by step.",
"Britannia Airways, the largest charter airline in the UK was rebranded by what name in 2005?","Britannia Airways, the largest charter airline in the UK was rebranded by what name in 2005?","Britannia Airways, the largest charter airline in the UK was rebranded by what name in 2005?
Let's think step by step.",
Which character in the Harry Potter series was dubbed by the same Canadian actor who dubbed the leader of the Autobots?,Which character in the Harry Potter series was dubbed by the same Canadian actor who dubbed the leader of the Autobots?,"Which character in the Harry Potter series was dubbed by the same Canadian actor who dubbed the leader of the Autobots?
Let's think step by step.",
other sources of vitamin c,other sources of vitamin c,"other sources of vitamin c
Let's think step by step.",
The ban on the horse-collar tackle maneuver in American football was named after what 1980-born University of Oklahoma college football player?,The ban on the horse-collar tackle maneuver in American football was named after what 1980-born University of Oklahoma college football player?,"The ban on the horse-collar tackle maneuver in American football was named after what 1980-born University of Oklahoma college football player?
Let's think step by step.",
"Which band describes themselves as a ""minimalist rock trio"", Sunrise Avenue or Shellac?","Which band describes themselves as a ""minimalist rock trio"", Sunrise Avenue or Shellac?","Which band describes themselves as a ""minimalist rock trio"", Sunrise Avenue or Shellac?
Let's think step by step.",
Who is the American internet entrepreneur who founded the company featured on 24 Hours on Craigslist?,Who is the American internet entrepreneur who founded the company featured on 24 Hours on Craigslist?,"Who is the American internet entrepreneur who founded the company featured on 24 Hours on Craigslist?
Let's think step by step.",
To which taxonomic category do both Itea and Alocasia belong?,To which taxonomic category do both Itea and Alocasia belong?,"To which taxonomic category do both Itea and Alocasia belong?
Let's think step by step.",
"What Ever Happened to Aunt Alice?, is a 1969 American thriller film directed by Lee H. Katzin with Bernard Girard, and starring Mildred Dorothy Dunnock, was an American theater, film and television actress, and passed away on which date?","What Ever Happened to Aunt Alice?, is a 1969 American thriller film directed by Lee H. Katzin with Bernard Girard, and starring Mildred Dorothy Dunnock, was an American theater, film and television actress, and passed away on which date?","What Ever Happened to Aunt Alice?, is a 1969 American thriller film directed by Lee H. Katzin with Bernard Girard, and starring Mildred Dorothy Dunnock, was an American theater, film and television actress, and passed away on which date?
Let's think step by step.",
"Besides directing, what occupation is shared by Raoul André and Mark Steven Johnson?","Besides directing, what occupation is shared by Raoul André and Mark Steven Johnson?","Besides directing, what occupation is shared by Raoul André and Mark Steven Johnson?
Let's think step by step.",
can you be a registered nurse with a biology degree,can you be a registered nurse with a biology degree,"can you be a registered nurse with a biology degree
Let's think step by step.",
Sarah Southern and George Osborne have what in common?,Sarah Southern and George Osborne have what in common?,"Sarah Southern and George Osborne have what in common?
Let's think step by step.",
rare disease of heart tissue damage,rare disease of heart tissue damage,"rare disease of heart tissue damage
Let's think step by step.",
When was the fourth Monarch in Hawaii?,When was the fourth Monarch in Hawaii?,"When was the fourth Monarch in Hawaii?
Let's think step by step.",
do chin ups work back muscles or shoulders,do chin ups work back muscles or shoulders,"do chin ups work back muscles or shoulders
Let's think step by step.",
how much xanax will cause withdrawal,how much xanax will cause withdrawal,"how much xanax will cause withdrawal
Let's think step by step.",
"Who co-wrote the song ""Let's Make a Night to Remember"" with a South African record producer and songwriter?","Who co-wrote the song ""Let's Make a Night to Remember"" with a South African record producer and songwriter?","Who co-wrote the song ""Let's Make a Night to Remember"" with a South African record producer and songwriter?
Let's think step by step.",
how long after flu can you start exercising,how long after flu can you start exercising,"how long after flu can you start exercising
Let's think step by step.",
what food helps nerve damage,what food helps nerve damage,"what food helps nerve damage
Let's think step by step.",
"Which genus of plants is native to South and Central America, Onoclea or Phaedranassa?","Which genus of plants is native to South and Central America, Onoclea or Phaedranassa?","Which genus of plants is native to South and Central America, Onoclea or Phaedranassa?
Let's think step by step.",
where were the members of poison from,where were the members of poison from,"where were the members of poison from
Let's think step by step.",
is adeline a biblical name,is adeline a biblical name,"is adeline a biblical name
Let's think step by step.",
average temperature for charleston sc,average temperature for charleston sc,"average temperature for charleston sc
Let's think step by step.",
what are ptc thermistors used for,what are ptc thermistors used for,"what are ptc thermistors used for
Let's think step by step.",
"In what year was the lyricist of ""Beautiful Love"" born?","In what year was the lyricist of ""Beautiful Love"" born?","In what year was the lyricist of ""Beautiful Love"" born?
Let's think step by step.",
how to tell if your betta is a baby,how to tell if your betta is a baby,"how to tell if your betta is a baby
Let's think step by step.",
Where was the play printed that was authored by a founder of the Abbey Theatre?,Where was the play printed that was authored by a founder of the Abbey Theatre?,"Where was the play printed that was authored by a founder of the Abbey Theatre?
Let's think step by step.",
What country of origin does PFA Young Player of the Year and Dele Alli have in common?,What country of origin does PFA Young Player of the Year and Dele Alli have in common?,"What country of origin does PFA Young Player of the Year and Dele Alli have in common?
Let's think step by step.",
can vegetarians have dairy,can vegetarians have dairy,"can vegetarians have dairy
Let's think step by step.",
Cladanthus and Crinodendron are both types of what?,Cladanthus and Crinodendron are both types of what?,"Cladanthus and Crinodendron are both types of what?
Let's think step by step.",
are William C. deMille and Izu Ojukwu both film directors ?,are William C. deMille and Izu Ojukwu both film directors ?,"are William C. deMille and Izu Ojukwu both film directors ?
Let's think step by step.",
"When was English actor, best known for his role in Mad Men, as well as his part as biochemist David Robert Jones on the television series Fringe, born?","When was English actor, best known for his role in Mad Men, as well as his part as biochemist David Robert Jones on the television series Fringe, born?","When was English actor, best known for his role in Mad Men, as well as his part as biochemist David Robert Jones on the television series Fringe, born?
Let's think step by step.",
how much do fashion designers get paid,how much do fashion designers get paid,"how much do fashion designers get paid
Let's think step by step.",
average cost of A&e attendance,average cost of A&e attendance,"average cost of A&e attendance
Let's think step by step.",
"Willis & Geiger Outfitters was an expeditionary outfitting company in which country, the company outfitted Jacqueline Cochran, she was a pioneer in the field of American aviation and one of the most prominent racing pilots of her generation?","Willis & Geiger Outfitters was an expeditionary outfitting company in which country, the company outfitted Jacqueline Cochran, she was a pioneer in the field of American aviation and one of the most prominent racing pilots of her generation?","Willis & Geiger Outfitters was an expeditionary outfitting company in which country, the company outfitted Jacqueline Cochran, she was a pioneer in the field of American aviation and one of the most prominent racing pilots of her generation?
Let's think step by step.",
Cranium and Upwords are both owned by which parent corporation?,Cranium and Upwords are both owned by which parent corporation?,"Cranium and Upwords are both owned by which parent corporation?
Let's think step by step.",
morel mushrooms when do they grow,morel mushrooms when do they grow,"morel mushrooms when do they grow
Let's think step by step.",
Which person on the Angel of Retribution album is gay?,Which person on the Angel of Retribution album is gay?,"Which person on the Angel of Retribution album is gay?
Let's think step by step.",
"Which actor on the television series ""Due South"" also played in the 2007 film The Invisible? ","Which actor on the television series ""Due South"" also played in the 2007 film The Invisible? ","Which actor on the television series ""Due South"" also played in the 2007 film The Invisible? 
Let's think step by step.",
Ju-Ni takes it's name from writing entirely based on what?,Ju-Ni takes it's name from writing entirely based on what?,"Ju-Ni takes it's name from writing entirely based on what?
Let's think step by step.",
where is coulonges in france,where is coulonges in france,"where is coulonges in france
Let's think step by step.",
Did Rocky feature actors Sylvester Stallone and Russell Wong?,Did Rocky feature actors Sylvester Stallone and Russell Wong?,"Did Rocky feature actors Sylvester Stallone and Russell Wong?
Let's think step by step.",
describe where the sigmoid colon is located,describe where the sigmoid colon is located,"describe where the sigmoid colon is located
Let's think step by step.",
The mother of Hillary Clinton's 2016 campaign vice chair is the director of what London-based institution?,The mother of Hillary Clinton's 2016 campaign vice chair is the director of what London-based institution?,"The mother of Hillary Clinton's 2016 campaign vice chair is the director of what London-based institution?
Let's think step by step.",
Which convertible variant from 2011-2014 was after by the 2002-2003 crossover style vaguely similar the Nissan Actic?,Which convertible variant from 2011-2014 was after by the 2002-2003 crossover style vaguely similar the Nissan Actic?,"Which convertible variant from 2011-2014 was after by the 2002-2003 crossover style vaguely similar the Nissan Actic?
Let's think step by step.",
Who starred in a 1956 American psychological horror-thriller film directed by Mervyn LeRoy and was first became known for her role as schoolteacher Rosemary Sydney?,Who starred in a 1956 American psychological horror-thriller film directed by Mervyn LeRoy and was first became known for her role as schoolteacher Rosemary Sydney?,"Who starred in a 1956 American psychological horror-thriller film directed by Mervyn LeRoy and was first became known for her role as schoolteacher Rosemary Sydney?
Let's think step by step.",
The county in Kentucky containing Peytona had how many people in its population in the 2010 census?,The county in Kentucky containing Peytona had how many people in its population in the 2010 census?,"The county in Kentucky containing Peytona had how many people in its population in the 2010 census?
Let's think step by step.",
"What comedian, actor, writer, and game show host starred in a series which fictionalized his home and work life?","What comedian, actor, writer, and game show host starred in a series which fictionalized his home and work life?","What comedian, actor, writer, and game show host starred in a series which fictionalized his home and work life?
Let's think step by step.",
how long does brewed tea last at room temperature,how long does brewed tea last at room temperature,"how long does brewed tea last at room temperature
Let's think step by step.",
what is body exfoliation,what is body exfoliation,"what is body exfoliation
Let's think step by step.",
"Wal-Mart: The High Cost of Low Price and The Conquest of Everest, have which attributes in common?","Wal-Mart: The High Cost of Low Price and The Conquest of Everest, have which attributes in common?","Wal-Mart: The High Cost of Low Price and The Conquest of Everest, have which attributes in common?
Let's think step by step.",
what river is located near the town southwest of Wongabinda locality in the northwest of New South Wales,what river is located near the town southwest of Wongabinda locality in the northwest of New South Wales,"what river is located near the town southwest of Wongabinda locality in the northwest of New South Wales
Let's think step by step.",
cast of phantom of the opera movie,cast of phantom of the opera movie,"cast of phantom of the opera movie
Let's think step by step.",
how to prune little gem magnolia,how to prune little gem magnolia,"how to prune little gem magnolia
Let's think step by step.",
change sim card on gophone,change sim card on gophone,"change sim card on gophone
Let's think step by step.",
Papoose Lake lies within the iconic classified Area 51 within Edwards Air Force Base in which western U.S. state?,Papoose Lake lies within the iconic classified Area 51 within Edwards Air Force Base in which western U.S. state?,"Papoose Lake lies within the iconic classified Area 51 within Edwards Air Force Base in which western U.S. state?
Let's think step by step.",
"Who are the authors of The Republic, whose school is Platonism?","Who are the authors of The Republic, whose school is Platonism?","Who are the authors of The Republic, whose school is Platonism?
Let's think step by step.",
Do the genera Scadoxus and Swainsonia belong to the same family?,Do the genera Scadoxus and Swainsonia belong to the same family?,"Do the genera Scadoxus and Swainsonia belong to the same family?
Let's think step by step.",
Who were Jeff Celentano and Hugh Hudson?,Who were Jeff Celentano and Hugh Hudson?,"Who were Jeff Celentano and Hugh Hudson?
Let's think step by step.",
When was the host of Inkigayo who is also a member of Got7 born?,When was the host of Inkigayo who is also a member of Got7 born?,"When was the host of Inkigayo who is also a member of Got7 born?
Let's think step by step.",
what does an average lawn service cost,what does an average lawn service cost,"what does an average lawn service cost
Let's think step by step.",
The Protectworth Tavern is located in what county?,The Protectworth Tavern is located in what county?,"The Protectworth Tavern is located in what county?
Let's think step by step.",
"Who designed the shopping mall at which ""A Month of Hungry Ghosts"" premiered?","Who designed the shopping mall at which ""A Month of Hungry Ghosts"" premiered?","Who designed the shopping mall at which ""A Month of Hungry Ghosts"" premiered?
Let's think step by step.",
what was the first train ever built,what was the first train ever built,"what was the first train ever built
Let's think step by step.",
can you add a countdown clock to a facebook group page,can you add a countdown clock to a facebook group page,"can you add a countdown clock to a facebook group page
Let's think step by step.",
temp and time for meatloaf,temp and time for meatloaf,"temp and time for meatloaf
Let's think step by step.",
baby chlamydia symptoms,baby chlamydia symptoms,"baby chlamydia symptoms
Let's think step by step.",
